594.339,0
594.344,12.1329
594.349,4.74733
594.355,7.73907
594.359,12.0183
594.364,16.0753
594.369,19.3273
594.375,22.3939
594.379,25.553
594.384,31.8542
594.389,32.6901
594.394,34.7595
594.399,37.6322
594.404,40.6824
594.409,42.9912
594.415,48.5053
594.419,50.4081
594.424,52.0324
594.429,56.4872
594.434,58.9851
594.439,62.9648
594.444,66.0665
594.449,67.6135
594.455,72.8299
594.459,71.8703
594.464,81.7034
594.469,85.2804
594.475,84.9263
594.479,84.546
594.484,90.0686
594.489,90.2674
594.495,99.5687
594.499,94.9833
594.504,101.42
594.509,105.022
594.515,101.044
594.519,108.986
594.524,113.471
594.529,113.471
594.535,112.637
594.539,124.272
594.544,122.169
594.549,128.299
594.555,128.232
594.559,127.699
594.564,132.525
594.569,139.453
594.575,141.789
594.58,141.953
594.584,136.127
594.589,142.779
594.595,147.056
594.599,153.686
594.605,144.12
594.609,155.242
594.615,149.383
594.619,156.031
594.624,159.478
594.629,158.142
594.635,160.521
594.639,164.944
594.645,171.036
594.649,166.398
594.655,183.573
594.659,172.116
594.664,171.875
594.669,174.688
594.675,178.24
594.679,179.282
594.684,174.44
594.689,186.361
594.695,192.5
594.699,192.198
594.704,192.802
594.709,184.539
594.715,195.101
594.719,199.542
594.724,199.867
594.729,194.021
594.735,205.903
594.739,203.682
594.744,202.339
594.749,201.343
594.755,213.609
594.759,206.597
594.764,206.597
594.769,216.244
594.775,213.982
594.779,221.314
594.784,215.107
594.789,215.107
594.794,229.38
594.799,218.36
594.804,218.36
594.809,220.123
594.815,229.166
594.819,228.739
594.824,228.526
594.829,239.217
594.835,227.889
594.839,234.868
594.844,230.674
594.849,237.366
594.855,235.318
594.859,241.572
594.864,237.366
594.869,241.81
594.875,244.947
594.879,249.682
594.884,239.217
594.889,251.73
594.895,255.132
594.899,245.929
594.904,257.812
594.909,243.248
594.914,248.418
594.919,257.271
594.924,257.271
594.929,257.812
594.935,258.083
594.939,258.355
594.945,265.051
594.949,253.289
594.955,258.355
594.959,261.381
594.964,257.271
594.969,273.011
594.975,259.722
594.979,259.722
594.984,268.825
594.989,272.405
594.995,273.315
594.999,267.07
595.004,277.644
595.009,277.958
595.015,280.499
595.019,275.154
595.024,271.201
595.029,272.708
595.035,269.415
595.039,272.708
595.044,281.464
595.049,274.538
595.055,273.925
595.059,273.925
595.064,285.392
595.069,278.589
595.075,286.725
595.079,278.589
595.084,280.499
595.089,280.179
595.095,287.397
595.099,288.41
595.104,290.458
595.109,295.707
595.114,286.057
595.119,286.725
595.124,290.458
595.129,299.313
595.135,305.65
595.14,297.139
595.144,292.535
595.149,289.089
595.155,288.749
595.159,297.86
595.164,297.139
595.169,298.949
595.175,293.585
595.179,313.457
595.184,304.135
595.189,306.796
595.195,309.504
595.2,300.412
595.204,306.796
595.209,304.891
595.214,301.52
595.219,294.996
595.224,303.383
595.229,306.413
595.235,304.512
595.239,304.135
595.244,301.89
595.249,310.68
595.255,317.512
595.259,310.68
595.264,316.693
595.269,315.878
595.275,316.693
595.279,316.693
595.284,315.878
595.289,316.693
595.295,321.253
595.299,320.833
595.304,317.512
595.309,320.414
595.315,313.057
595.319,317.512
595.324,317.512
595.329,325.513
595.335,318.336
595.339,316.693
595.344,318.336
595.349,319.579
595.355,318.336
595.359,318.749
595.364,315.878
595.369,324.652
595.374,323.369
595.379,327.249
595.384,318.336
595.389,320.414
595.395,327.686
595.399,343.268
595.404,322.096
595.409,317.512
595.414,330.778
595.419,324.652
595.424,328.563
595.429,325.945
595.435,323.795
595.439,322.096
595.444,331.224
595.449,325.945
595.455,336.215
595.459,331.224
595.464,334.383
595.469,329.446
595.475,327.686
595.479,333.474
595.484,330.332
595.489,339.94
595.495,331.224
595.499,330.332
595.504,339.001
595.509,334.383
595.515,333.474
595.519,333.474
595.524,339.94
595.529,336.676
595.535,339.47
595.539,344.231
595.544,327.686
595.549,343.268
595.555,332.12
595.559,333.022
595.564,330.778
595.569,331.224
595.575,337.139
595.579,344.231
595.584,342.311
595.589,335.296
595.595,335.296
595.599,341.359
595.604,340.885
595.609,347.644
595.615,334.383
595.619,341.834
595.624,341.834
595.629,334.383
595.635,347.153
595.639,345.686
595.644,340.885
595.649,343.268
595.655,338.067
595.659,335.296
595.664,347.153
595.669,359.351
595.675,342.789
595.679,337.139
595.684,344.231
595.689,347.153
595.695,341.359
595.699,347.153
595.704,345.2
595.709,345.2
595.715,347.153
595.719,355.706
595.724,345.2
595.729,333.928
595.735,341.834
595.739,349.625
595.744,347.153
595.749,344.715
595.755,339.94
595.759,346.173
595.764,349.625
595.77,347.153
595.775,341.834
595.779,348.632
595.784,352.133
595.789,339.94
595.795,353.656
595.8,345.2
595.804,346.173
595.809,354.678
595.815,348.137
595.819,340.885
595.824,345.2
595.829,360.407
595.835,344.231
595.84,353.147
595.844,345.2
595.849,368.524
595.855,346.173
595.859,352.639
595.864,355.706
595.869,350.624
595.875,356.222
595.88,346.173
595.884,345.2
595.889,357.259
595.895,347.153
595.899,357.259
595.904,349.625
595.909,347.644
595.914,349.128
595.919,358.302
595.924,348.632
595.929,347.153
595.935,356.74
595.939,354.678
595.944,344.715
595.949,354.678
595.955,354.678
595.959,354.678
595.964,352.133
595.969,358.302
595.974,370.751
595.979,347.153
595.984,352.639
595.989,364.691
595.995,352.639
595.999,349.128
596.004,361.468
596.009,367.421
596.014,352.639
596.019,347.153
596.024,359.351
596.029,361.468
596.035,350.124
596.039,356.222
596.044,365.234
596.049,355.706
596.055,350.624
596.059,351.629
596.064,361.468
596.069,354.166
596.075,357.78
596.079,370.751
596.084,356.222
596.089,351.629
596.095,355.706
596.099,361.468
596.104,354.166
596.109,354.678
596.115,361.468
596.12,357.259
596.124,355.706
596.129,360.407
596.135,355.706
596.139,356.222
596.144,355.706
596.149,375.286
596.154,354.678
596.159,354.678
596.164,368.524
596.169,363.61
596.175,357.78
596.179,355.706
596.184,371.874
596.189,352.639
596.195,354.678
596.199,373.004
596.204,359.351
596.209,357.78
596.215,362.536
596.219,370.751
596.224,355.706
596.229,356.74
596.235,370.751
596.239,355.706
596.244,354.678
596.249,367.421
596.255,362.536
596.259,355.706
596.264,361.468
596.269,370.751
596.275,353.656
596.279,355.706
596.284,374.713
596.289,368.524
596.294,359.878
596.299,373.004
596.304,359.351
596.309,358.826
596.315,362.536
596.319,362.536
596.324,362.536
596.329,358.826
596.335,365.778
596.339,357.259
596.344,360.407
596.349,361.468
596.355,359.351
596.36,358.302
596.364,362.001
596.369,359.351
596.375,363.61
596.379,363.61
596.384,357.78
596.389,357.259
596.395,363.61
596.399,360.937
596.404,358.302
596.409,377.015
596.415,356.74
596.419,354.678
596.424,359.351
596.429,366.324
596.434,354.166
596.439,363.61
596.444,374.142
596.449,355.706
596.455,371.874
596.459,377.015
596.464,367.421
596.469,354.678
596.475,368.524
596.48,364.15
596.484,360.937
596.489,371.874
596.495,355.706
596.499,361.468
596.504,377.015
596.509,362.536
596.514,370.751
596.519,370.191
596.524,360.407
596.529,374.713
596.535,363.61
596.539,358.302
596.544,358.302
596.549,367.421
596.555,357.78
596.559,362.536
596.564,370.751
596.569,359.351
596.575,370.751
596.579,364.691
596.584,369.634
596.589,358.826
596.595,373.004
596.599,365.234
596.604,363.072
596.609,378.177
596.615,365.234
596.619,361.468
596.624,377.015
596.629,371.874
596.635,359.351
596.64,370.191
596.644,366.871
596.649,358.302
596.655,377.015
596.659,360.407
596.664,361.468
596.669,366.324
596.674,363.072
596.679,361.468
596.684,375.286
596.689,366.324
596.695,357.259
596.699,363.61
596.704,361.468
596.709,371.874
596.715,374.713
596.719,368.524
596.724,364.15
596.729,369.634
596.734,363.61
596.739,364.691
596.744,371.874
596.749,367.421
596.755,366.324
596.759,375.286
596.764,373.004
596.769,360.407
596.775,360.407
596.78,363.61
596.784,373.004
596.789,375.286
596.795,369.634
596.799,367.421
596.804,379.346
596.809,357.78
596.814,377.015
596.819,375.286
596.824,361.468
596.829,371.874
596.835,364.691
596.839,359.351
596.844,374.713
596.849,368.524
596.855,360.407
596.859,366.871
596.864,369.634
596.869,360.407
596.874,365.234
596.88,363.072
596.884,371.874
596.889,375.861
596.895,360.937
596.899,363.61
596.904,371.874
596.909,373.004
596.915,369.634
596.919,379.346
596.924,371.874
596.929,363.072
596.935,365.234
596.939,363.61
596.944,360.407
596.949,382.897
596.955,370.751
596.959,373.004
596.964,370.191
596.969,361.468
596.975,378.177
596.979,369.634
596.984,371.874
596.989,377.015
596.994,370.751
596.999,366.871
597.004,371.874
597.009,374.713
597.015,370.191
597.019,374.142
597.024,371.874
597.029,365.778
597.035,369.634
597.039,364.691
597.044,365.778
597.049,373.572
597.055,362.536
597.059,376.437
597.064,377.015
597.069,370.751
597.075,375.861
597.079,365.778
597.084,367.971
597.089,365.234
597.095,374.142
597.099,366.871
597.104,365.234
597.109,364.691
597.114,362.536
597.119,370.751
597.124,373.004
597.129,364.691
597.134,372.438
597.14,363.61
597.144,366.871
597.149,375.861
597.155,365.778
597.159,375.861
597.164,369.634
597.169,360.937
597.175,374.142
597.179,369.634
597.184,371.312
597.189,377.015
597.195,374.713
597.199,370.751
597.204,378.177
597.209,363.61
597.215,375.286
597.219,373.572
597.224,368.524
597.229,368.524
597.235,371.874
597.239,360.407
597.244,375.286
597.249,373.004
